idx,num_tokens,label,pt_yes,pt_no,pt_pred,fhe_yes,fhe_no,fhe_pred,time_sec
130,94,1,18.1562,16.8594,Yes,17.8935,16.6708,Yes,214.8
131,76,0,18.4688,17.3125,Yes,18.3303,17.2281,Yes,226.4
132,78,1,17.9375,16.7031,Yes,17.7893,16.5622,Yes,218.3
133,68,0,17.7656,16.9219,Yes,17.6978,16.8719,Yes,221.7
134,55,1,18.3281,17.2344,Yes,18.2664,17.1826,Yes,211.5
135,67,1,18.2500,17.1406,Yes,18.1305,17.0488,Yes,214.6
136,71,0,17.7969,16.8906,Yes,17.6375,16.7628,Yes,223.7
137,90,0,18.0781,16.8281,Yes,17.8939,16.6878,Yes,225.3
138,78,1,18.1719,16.8750,Yes,17.9715,16.7148,Yes,214.4
139,91,0,17.8750,16.8281,Yes,17.6373,16.6303,Yes,243.1
140,100,1,18.1875,16.8281,Yes,17.9075,16.6360,Yes,227.7
141,70,0,18.0156,16.8750,Yes,17.8684,16.7509,Yes,219.4
142,74,0,17.9375,17.0469,Yes,17.8066,16.9374,Yes,218.3
143,85,1,18.4219,16.8281,Yes,18.2413,16.6821,Yes,208.1
144,84,0,18.2188,17.1719,Yes,18.1112,17.1013,Yes,211.4
145,74,0,18.0469,16.8281,Yes,17.9125,16.7416,Yes,219.1
146,97,1,18.1094,17.1406,Yes,17.8972,16.9774,Yes,255.0
147,71,1,17.7656,16.6094,Yes,17.6679,16.5523,Yes,221.8
148,74,1,18.3125,16.9062,Yes,18.1730,16.8156,Yes,249.8
149,83,1,18.1250,17.1094,Yes,17.9563,16.9729,Yes,218.2
150,102,0,17.4531,16.3438,Yes,17.1227,16.1081,Yes,230.9
151,64,1,18.4219,17.2031,Yes,18.3361,17.1310,Yes,216.1
152,60,1,18.1094,16.6719,Yes,18.0346,16.6084,Yes,201.6
153,89,1,18.1875,17.1094,Yes,18.0270,17.0073,Yes,211.9
154,76,1,18.2188,16.9844,Yes,18.0643,16.8557,Yes,221.7
155,60,1,18.0938,16.9062,Yes,17.9899,16.8317,Yes,201.7
156,61,1,18.2969,16.8125,Yes,18.2003,16.7407,Yes,206.4
157,55,0,18.2812,16.8438,Yes,18.2067,16.7732,Yes,221.5
158,77,0,18.0312,17.0156,Yes,17.9214,16.9248,Yes,218.2
159,56,1,17.9219,16.8750,Yes,17.8481,16.8044,Yes,211.2
160,59,1,18.2188,17.0625,Yes,18.1349,16.9963,Yes,202.7
161,71,1,17.8594,16.8906,Yes,17.7335,16.7963,Yes,208.2
162,94,1,17.8125,16.7188,Yes,17.5556,16.5292,Yes,222.2
163,83,1,18.2969,17.1406,Yes,18.1190,16.9974,Yes,223.8
164,96,1,17.7188,16.4844,Yes,17.4635,16.2891,Yes,219.7
165,59,1,18.2188,16.8281,Yes,18.1212,16.7572,Yes,217.6
166,56,1,17.9844,16.9219,Yes,17.8849,16.8399,Yes,199.9
167,61,0,18.1406,17.1562,Yes,18.0643,17.1107,Yes,212.3
168,89,1,17.9688,16.8594,Yes,17.7514,16.7005,Yes,217.7
169,83,0,17.9844,16.6250,Yes,17.8424,16.5347,Yes,220.8
170,70,0,18.0469,16.9062,Yes,17.9172,16.8063,Yes,215.6
171,67,1,18.2969,17.2969,Yes,18.2109,17.2318,Yes,223.6
172,76,1,17.8906,16.8438,Yes,17.7517,16.7561,Yes,235.6
173,89,1,18.1094,16.8906,Yes,17.9513,16.7769,Yes,244.6
174,74,0,18.1719,17.0312,Yes,18.0661,16.9580,Yes,235.3
175,84,1,18.0781,16.8281,Yes,17.9390,16.7137,Yes,240.5
176,82,1,18.0000,16.8125,Yes,17.8230,16.6667,Yes,253.7
177,54,0,17.4844,16.5938,Yes,17.4279,16.5491,Yes,237.4
178,69,1,18.0156,17.2500,Yes,17.8859,17.1405,Yes,233.8
179,85,1,18.1250,16.9375,Yes,17.9880,16.8251,Yes,217.6
180,83,0,18.0625,16.8594,Yes,17.8838,16.7171,Yes,218.3
181,71,0,18.2500,16.9844,Yes,18.1111,16.8711,Yes,207.4
182,96,1,18.0000,17.0781,Yes,17.8410,16.9454,Yes,220.0
183,62,1,17.9688,16.7812,Yes,17.8482,16.6772,Yes,211.7
184,69,0,17.8594,16.7969,Yes,17.7123,16.6646,Yes,211.3
185,94,1,18.3906,17.1719,Yes,18.1773,17.0167,Yes,234.5
186,74,0,18.0156,17.2344,Yes,17.9046,17.1413,Yes,208.0
187,82,1,17.9688,16.8750,Yes,17.7974,16.7422,Yes,215.1
188,67,0,17.5000,16.6875,Yes,17.3736,16.5805,Yes,212.5
189,87,1,18.0781,17.2500,Yes,17.9301,17.1352,Yes,216.4
190,66,1,18.2812,17.0625,Yes,18.1906,17.0029,Yes,223.3
191,68,0,18.3281,17.5000,Yes,18.2455,17.4358,Yes,218.7
192,86,1,18.0625,16.8594,Yes,17.8869,16.7183,Yes,213.2
193,91,1,18.1875,17.1094,Yes,17.9851,16.9397,Yes,210.8
194,65,0,18.1875,17.0781,Yes,18.0847,17.0040,Yes,217.0
195,53,1,18.4531,17.2500,Yes,18.3974,17.2055,Yes,204.6
196,91,1,17.9688,16.7188,Yes,17.7542,16.5581,Yes,219.0
197,72,0,17.8906,16.7188,Yes,17.7650,16.6305,Yes,227.8
198,80,1,17.9062,16.7031,Yes,17.7217,16.5596,Yes,221.5
199,64,1,18.2812,17.1875,Yes,18.1897,17.1166,Yes,206.6
200,60,1,17.9531,16.8281,Yes,17.8759,16.7887,Yes,202.5
201,81,0,17.7188,16.9531,Yes,17.5166,16.7736,Yes,220.9
202,92,1,17.9219,16.7031,Yes,17.7129,16.5303,Yes,235.0
203,75,1,17.8125,16.7031,Yes,17.6624,16.5856,Yes,207.9
204,56,1,18.3906,17.0938,Yes,18.2955,17.0204,Yes,204.9
205,82,0,18.0469,17.0156,Yes,17.9059,16.9205,Yes,212.9
206,56,1,18.2500,17.0781,Yes,18.1716,17.0195,Yes,201.6
207,53,1,18.3281,17.0938,Yes,18.2379,17.0240,Yes,201.7
208,105,1,17.7344,16.4219,Yes,17.4452,16.2103,Yes,233.6
209,76,0,18.1250,17.1406,Yes,18.0303,17.0673,Yes,218.2
210,62,0,18.2969,17.0156,Yes,18.2080,16.9552,Yes,206.5
211,88,1,17.5312,16.4688,Yes,17.3198,16.3257,Yes,212.7
212,97,1,18.1875,16.9688,Yes,17.9989,16.8214,Yes,219.5
213,73,0,17.8906,16.9844,Yes,17.7378,16.8437,Yes,217.0
214,69,1,18.0625,16.8750,Yes,17.9776,16.8173,Yes,210.7
215,71,1,17.8438,16.7500,Yes,17.7078,16.6305,Yes,215.9
216,74,1,17.9375,17.0156,Yes,17.8130,16.9205,Yes,233.8
217,98,1,18.1406,17.1094,Yes,17.9102,16.9440,Yes,239.7
218,91,0,17.7812,16.6250,Yes,17.5736,16.4707,Yes,222.6
219,71,1,18.1719,17.2031,Yes,18.0774,17.1417,Yes,205.9
220,80,1,18.1250,17.1094,Yes,17.9788,17.0085,Yes,216.1
221,74,1,18.0156,16.8281,Yes,17.8447,16.7047,Yes,221.8
222,82,1,17.8750,16.7656,Yes,17.7975,16.7072,Yes,218.7
223,69,0,17.9375,17.1094,Yes,17.8804,17.0717,Yes,217.5
224,73,1,18.5469,17.3438,Yes,18.4264,17.2548,Yes,217.4
225,62,1,18.4219,16.9219,Yes,18.2991,16.8233,Yes,207.4
226,82,1,17.9844,16.7188,Yes,17.8276,16.6022,Yes,226.8
227,69,1,18.4219,17.3594,Yes,18.3330,17.3039,Yes,218.4
228,69,1,18.1250,17.0625,Yes,18.0016,16.9766,Yes,202.5
229,67,1,18.2031,17.2344,Yes,18.1143,17.1664,Yes,202.5
230,87,1,17.8125,16.6562,Yes,17.6400,16.5307,Yes,218.6
231,72,1,18.3281,17.0156,Yes,18.2231,16.9280,Yes,219.4
232,64,1,18.3438,17.0625,Yes,18.2301,16.9759,Yes,205.8
233,111,1,18.0625,16.8750,Yes,17.7831,16.6648,Yes,234.9
234,69,1,18.0938,17.0781,Yes,17.9940,17.0078,Yes,210.9
235,70,0,17.9219,16.7812,Yes,17.8054,16.7048,Yes,211.0
236,74,1,17.9688,16.8906,Yes,17.8235,16.7755,Yes,210.5
237,88,0,17.4844,16.1562,Yes,17.3239,16.0667,Yes,215.9
238,83,1,17.8438,16.6562,Yes,17.6887,16.5525,Yes,219.0
239,68,0,18.1562,16.9219,Yes,18.0427,16.8337,Yes,208.9
240,81,1,18.1094,16.9375,Yes,17.9951,16.8401,Yes,216.8
241,73,0,17.9531,16.9219,Yes,17.8118,16.8039,Yes,219.1
242,84,1,17.7969,16.8281,Yes,17.5975,16.6639,Yes,222.4
243,62,1,18.2188,17.0625,Yes,18.1296,17.0006,Yes,210.8
244,79,1,18.0156,16.7969,Yes,17.8968,16.7123,Yes,225.3
245,53,1,18.3125,16.9375,Yes,18.2491,16.8831,Yes,207.0
246,54,1,18.0781,17.1875,Yes,18.0021,17.1145,Yes,214.5
247,66,0,18.1719,16.9844,Yes,18.0734,16.9209,Yes,217.6
248,67,1,18.1406,17.3594,Yes,18.0344,17.2827,Yes,201.0
249,60,1,18.2031,17.1406,Yes,18.0899,17.0477,Yes,206.6
250,62,1,18.4375,17.0625,Yes,18.3291,16.9723,Yes,208.3
251,79,0,18.0312,17.1562,Yes,17.9000,17.0538,Yes,209.7
252,92,1,17.7969,16.5469,Yes,17.5637,16.3799,Yes,217.5
253,67,0,18.4219,17.3125,Yes,18.3415,17.2619,Yes,224.6
254,68,1,18.0000,16.7031,Yes,17.8748,16.6015,Yes,211.8
255,64,0,18.3125,17.0312,Yes,18.2550,16.9938,Yes,216.0
256,86,1,17.8281,16.5938,Yes,17.6470,16.4508,Yes,215.4
257,91,1,17.6094,16.4844,Yes,17.4045,16.3129,Yes,208.3
258,74,1,18.1250,17.1250,Yes,18.0099,17.0446,Yes,211.8
259,66,0,18.0625,17.1250,Yes,17.9827,17.0767,Yes,209.2
260,81,1,18.0938,16.8281,Yes,17.9386,16.7065,Yes,213.6
261,61,0,18.5469,17.5625,Yes,18.4313,17.4723,Yes,216.3
262,81,1,17.7500,16.7812,Yes,17.5689,16.6377,Yes,223.2
263,77,1,17.8438,16.8438,Yes,17.7384,16.7642,Yes,217.0
264,70,0,18.1562,16.8281,Yes,18.0379,16.7421,Yes,208.5
265,59,1,17.6875,16.0938,Yes,17.5678,15.9968,Yes,206.5
266,67,1,18.2969,17.0625,Yes,18.2093,17.0157,Yes,214.2
267,64,0,18.2656,17.1406,Yes,18.1610,17.0582,Yes,207.0
268,60,0,18.4375,17.1406,Yes,18.3447,17.0816,Yes,212.9
269,59,1,18.3125,17.0781,Yes,18.2514,17.0389,Yes,215.4
270,59,0,18.2812,17.1719,Yes,18.2030,17.1139,Yes,193.3
271,66,1,18.2188,17.0156,Yes,18.0956,16.9299,Yes,207.5
272,57,1,18.6250,17.4844,Yes,18.5433,17.4323,Yes,230.3
273,75,1,18.0938,17.0156,Yes,17.9529,16.9041,Yes,211.0
274,84,1,18.3438,17.1250,Yes,18.1782,16.9929,Yes,220.3
275,71,1,18.3594,17.0781,Yes,18.2349,16.9739,Yes,208.6
276,64,1,18.1406,16.9062,Yes,18.0370,16.8283,Yes,199.4
277,79,1,17.7500,16.4375,Yes,17.5607,16.2866,Yes,216.8
278,97,1,17.5312,16.4688,Yes,17.2690,16.2800,Yes,218.3
279,85,0,18.0000,16.8125,Yes,17.8243,16.6791,Yes,216.5
280,55,1,18.1562,16.7656,Yes,18.0720,16.6881,Yes,217.7
281,93,1,17.7969,16.4688,Yes,17.5881,16.2894,Yes,214.6
282,77,1,17.8281,16.7344,Yes,17.7054,16.6381,Yes,214.6
283,74,0,17.8125,17.0938,Yes,17.6734,16.9838,Yes,212.6
284,85,0,17.9375,16.7188,Yes,17.7806,16.6150,Yes,213.8
285,80,1,18.2344,16.9062,Yes,18.0483,16.7658,Yes,211.9
286,77,1,18.2188,17.0625,Yes,18.0985,16.9782,Yes,209.6
287,63,1,18.1719,17.2969,Yes,18.0819,17.2241,Yes,210.0
288,85,1,18.2969,17.0781,Yes,18.1659,17.0090,Yes,229.7
289,64,1,17.9688,17.0000,Yes,17.8727,16.9327,Yes,201.6
290,61,1,18.2188,16.8750,Yes,18.1262,16.7984,Yes,214.2
291,65,0,18.1094,17.0625,Yes,17.9891,16.9676,Yes,213.3
292,73,1,17.9688,16.8438,Yes,17.8555,16.7664,Yes,221.7
293,67,1,18.0156,16.9375,Yes,17.8926,16.8499,Yes,213.0
294,79,1,17.8906,16.7031,Yes,17.7268,16.5831,Yes,213.2
295,90,0,17.9531,16.8125,Yes,17.7590,16.6702,Yes,214.7
296,68,0,17.9219,17.3125,Yes,17.8167,17.2459,Yes,211.2
297,56,0,18.0469,16.8750,Yes,17.9659,16.8066,Yes,200.5
298,79,1,18.0781,16.7969,Yes,17.9060,16.6646,Yes,211.6
299,52,1,17.5781,16.7188,Yes,17.5113,16.6696,Yes,214.6
300,73,1,18.0156,16.7188,Yes,17.8548,16.5878,Yes,212.3
301,94,1,17.9375,16.8281,Yes,17.7356,16.6571,Yes,226.3
302,76,1,18.0000,16.7812,Yes,17.8565,16.6613,Yes,208.0
303,92,1,17.7031,16.7812,Yes,17.5362,16.6486,Yes,208.8
304,74,1,18.1719,17.0625,Yes,18.0351,16.9400,Yes,215.8
305,86,1,17.8906,16.7812,Yes,17.6788,16.6114,Yes,215.6
306,86,0,17.7812,16.8281,Yes,17.6188,16.6924,Yes,209.6
307,70,1,17.8125,16.6250,Yes,17.6452,16.4814,Yes,219.9
308,70,0,18.2344,17.5938,Yes,18.1372,17.5088,Yes,197.1
309,90,0,18.0000,16.7812,Yes,17.8187,16.6349,Yes,212.8
310,76,0,18.3750,17.5000,Yes,18.2745,17.4368,Yes,222.8
311,81,1,17.8750,16.7188,Yes,17.6937,16.5680,Yes,201.7
312,52,1,18.1719,17.0312,Yes,18.0835,16.9608,Yes,201.8
313,85,0,17.8438,16.6719,Yes,17.6374,16.5331,Yes,213.8
314,73,1,17.8906,16.7812,Yes,17.7033,16.6181,Yes,211.0
315,69,0,18.2500,17.2656,Yes,18.1678,17.1904,Yes,205.4
316,77,1,17.9219,16.5938,Yes,17.7826,16.4865,Yes,216.6
317,93,1,17.7031,16.4531,Yes,17.4511,16.2551,Yes,215.1
318,65,0,17.9688,16.7812,Yes,17.8833,16.7177,Yes,210.4
319,70,0,17.9062,16.7500,Yes,17.7883,16.6695,Yes,225.1
320,76,0,17.9219,16.7500,Yes,17.8180,16.6745,Yes,224.4
321,73,0,17.9219,16.9062,Yes,17.7933,16.8025,Yes,212.8
322,94,0,18.1562,16.9375,Yes,17.9441,16.7687,Yes,229.1
323,65,1,17.8438,17.0000,Yes,17.7359,16.9069,Yes,215.7
324,78,0,18.0625,16.7656,Yes,17.9568,16.7156,Yes,211.5
325,92,1,17.5312,16.5625,Yes,17.2608,16.3388,Yes,218.6
326,84,0,17.9375,16.8281,Yes,17.7418,16.6874,Yes,216.9
327,98,1,18.3125,17.3594,Yes,18.1218,17.2140,Yes,213.9
328,80,1,18.1250,16.8281,Yes,17.9609,16.6944,Yes,209.0
329,80,1,18.0625,16.8594,Yes,17.9074,16.7525,Yes,201.7
330,90,1,18.0000,16.7969,Yes,17.8130,16.6625,Yes,214.5
331,72,1,18.1719,17.2969,Yes,18.0276,17.1772,Yes,206.7
332,90,0,18.0312,16.9375,Yes,17.8447,16.8164,Yes,208.4
333,63,1,18.4375,17.1875,Yes,18.3206,17.0972,Yes,207.5
334,81,1,17.9062,16.7344,Yes,17.7106,16.5907,Yes,209.3
335,84,1,17.7656,16.7500,Yes,17.5751,16.6142,Yes,213.3
336,77,1,17.9375,16.7812,Yes,17.8110,16.6873,Yes,215.9
337,85,0,18.0469,16.8281,Yes,17.8521,16.6723,Yes,218.0
338,71,0,17.4531,16.0625,Yes,17.3227,15.9809,Yes,217.8
339,83,1,18.3125,17.2188,Yes,18.1886,17.1181,Yes,220.6
340,81,1,17.5312,16.6250,Yes,17.3632,16.4963,Yes,202.5
341,87,1,17.9219,16.4844,Yes,17.7092,16.3392,Yes,212.4
342,49,0,18.4219,17.6406,Yes,18.3748,17.6035,Yes,211.6
343,77,0,18.0938,16.8281,Yes,17.9367,16.6982,Yes,207.1
344,100,1,18.1250,17.0000,Yes,17.8974,16.8298,Yes,218.4
345,81,1,18.3438,17.1719,Yes,18.1926,17.0539,Yes,229.1
346,77,1,17.8281,16.8125,Yes,17.7196,16.7471,Yes,212.0
347,80,1,17.6406,16.6719,Yes,17.5135,16.5575,Yes,214.6
348,67,0,17.8906,16.8750,Yes,17.8181,16.8320,Yes,211.2
349,78,1,18.1250,16.7656,Yes,17.9608,16.6625,Yes,214.2
350,78,0,17.9688,17.1406,Yes,17.8175,17.0141,Yes,200.6
351,89,1,17.6719,16.6406,Yes,17.5287,16.5587,Yes,210.1
352,81,0,17.8906,16.5625,Yes,17.7009,16.3987,Yes,212.2
353,88,1,18.0938,17.2188,Yes,17.9612,17.1204,Yes,212.0
354,88,0,18.1406,17.1094,Yes,17.9705,16.9743,Yes,203.7
355,88,0,17.9531,16.9531,Yes,17.7828,16.8273,Yes,200.8
356,66,1,17.9688,17.0000,Yes,17.8614,16.9193,Yes,204.9
357,83,1,18.0156,16.5938,Yes,17.8235,16.4473,Yes,210.3
358,81,1,18.1406,16.8125,Yes,17.9645,16.6881,Yes,218.0
359,44,1,18.3438,17.2656,Yes,18.2991,17.2234,Yes,215.5
360,71,0,17.9062,16.8906,Yes,17.7830,16.8018,Yes,213.0
361,53,1,17.6719,16.2188,Yes,17.6042,16.1715,Yes,199.5
362,77,1,18.2812,17.0781,Yes,18.1573,16.9864,Yes,212.9
363,58,0,17.7812,16.9219,Yes,17.6839,16.8426,Yes,203.8
364,81,1,18.0000,16.8281,Yes,17.8268,16.6919,Yes,213.4
